OBJECTID,Survey,Name,Alternate,Coordinate,FilterAttestations,attestations,Paleolithi,Neolithic,Early-Mid ,Late Chalc,Early Bron,Middle Bro,Late Bronz,Iron 1,Iron 2,Iron 3,Achaemenid,Hellenisti,Roman 1,Roman 2,Roman 3,Byzantine,Abbasid,Middle Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second Mil,First Mill,Islamic,Neo,EB_I,EB_II,EB_III,2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron,Middle_Bro,Late_Bronz,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_1,IRON_2,IRON_3,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle IA,Late Antique/Antik,Late R,NE,Late IA,2nd MIll,Early IA,Filter,Data,New,News,x,y
2971,Project Paphlagonia,PS97.059,,"40.7627025533, 33.2606351953999","Turkic,Medieval",{""0"":""Turkic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mill,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",33.2606351997769,40.7627025501318
2972,Yukich 2013,n/a,,"36.1170014663, 37.5169993518",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77,,,,,,,,,,,JP 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,37.516999351495,36.117001466557
2973,Project Paphlagonia,PS97.060,,"40.7680354913999, 33.2568361240999","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y?,,,,,,,,,,,,,,,,Y,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock-cut tombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",33.2568361202358,40.7680354897484
2974,Yukich 2013,Tall al-?As?imiyya East,,"36.1131655571999, 37.5700003306999","EarlyBronzeAgeIV,IronAge,EarlyRoman,EarlyBronzeAge,BronzeAge,Roman,Classical","{""0"":""EarlyBronzeAgeIV"",""1"":""IronAge"",""2"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,0.67,,,,,,,,,,,JP 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,,,,,"EBAIV, IA, ERom, EBA, BA, Rom, Class",AnatolianAtlas2024,,"EarlyBronzeAgeIV,IronAge,EarlyRoman,EarlyBronzeAge,BronzeAge,Roman,Classical",37.5700003305505,36.1131655568966
2975,Project Paphlagonia,PS97.061,,"40.8794545315, 33.2016144275999",Hellenistic,{""0"":""Hellenistic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,tumulus,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic,33.2016144303395,40.8794545298586
2976,Yukich 2013,Tall al-?As?imiyya North,,"36.1134982712, 37.5676666995999","EarlyBronzeAgeIV,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeII""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,JP 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,Minor,,,,,,,,,,Significant,,Slight trace,,,,,,,,,,,,,,,,"EBAIV, MBAII, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",37.5676666996818,36.113498271549
2977,Project Paphlagonia,PS97.062,,"40.8253768013999, 32.8847833963","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8847833996847,40.8253768002752
2978,Yukich 2013,Shaykh Yusuf,,NA,"LateAntiquity,EarlyIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0.74,,,,Y,,,,,,,JP 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,"LAntiq, EIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,EarlyIslamic,Islamic,Medieval",,
2979,Project Paphlagonia,PS97.063,,"40.8370318338999, 32.8359284758999","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8359284798388,40.8370318297735
2980,Yukich 2013,al-Kurayn,,"36.0958307518, 37.5791674171999","EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyRoman,Islamic,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Roman,Classical,Medieval","{""0"":""EarlyBronzeAgeI"",""1"":""EarlyBronzeAgeII"",""2"":""EarlyBronzeAgeIII"",""3"":""EarlyBronzeAgeIV"",""4"":""MiddleBronzeAgeI"",""5"":""EarlyRoman"",""6"":""Islamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,0.64,,,,?,,,,,,,JP 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,Minor,,,,,,,Trace,Trace,Slight trace,Significant,Trace,,,,,,,,,,,,,,,,,"EBAI, EBAII, EBAIII, EBAIV, MBAI, ERom, Islam, EBA, BA, MBA, Rom, Class, Med",AnatolianAtlas2024,,"EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyRoman,Islamic,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Roman,Classical,Medieval",37.5791674170394,36.09583075
2981,Project Paphlagonia,PS97.064,,"40.8466965884, 32.8439506468999","Hellenistic,EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, MByz, Class, Rom, Byz, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8439506500233,40.8466965899084
2982,Yukich 2013,Tall Ah?mar,,"36.1290030040999, 37.5766661004999","EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,JP 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slight trace,,,,,,,,,,,,,,Slight trace,,,,,,,Y,,,,,,,,,,,"EBAIV, LAntiq, EBA, BA, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval",37.5766661003515,36.129003003795
2983,Project Paphlagonia,PS97.065,,"40.8493691975999, 32.8505311038","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8505310996353,40.8493691996688
2984,Yukich 2013,n/a,,NA,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,JP 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,
2985,Project Paphlagonia,PS97.066,,"40.8435501602999, 32.8565091489999","Hellenistic,EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemetery?,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, MByz, Class, Rom, Byz, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8565091497976,40.8435501600921
2986,Yukich 2013,al-Qut?biyya,,"36.1041660357999, 37.5443330176","LateAntiquity,EarlyIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0.79,,,,Y,,,,,,,JP 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,"LAntiq, EIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,EarlyIslamic,Islamic,Medieval",37.544333017669,36.1041660361507
2987,Project Paphlagonia,PS97.067,,"40.8434134649999, 32.8512037527999","LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""LateRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stone in field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8512037500352,40.8434134602685
2988,Yukich 2013,Judayda,,NA,"Neolithic,LateChalcolithic,IronAge,EarlyIslamic,Chalcolithic,Islamic,Medieval","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""IronAge"",""3"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,4.16,,,,Y,,,,,,,JP 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, IA, EIslam, Chalc, Islam, Med",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,IronAge,EarlyIslamic,Chalcolithic,Islamic,Medieval",,
2989,Project Paphlagonia,PS97.068,,"40.9203303836, 32.8410714734","EarlyRoman,Roman,Classical",{""0"":""EarlyRoman""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical",32.8410714695876,40.9203303800416
2990,Yukich 2013,Tall Maysan,,"36.0903324432999, 37.519666452","MiddleBronzeAgeI,EarlyIronAge,EarlyRoman,MiddleBronzeAge,BronzeAge,Roman,Classical,IronAge","{""0"":""MiddleBronzeAgeI"",""1"":""EarlyIronAge"",""2"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,3.31,,,,,,,,,,,JP 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,Trace,,Slight trace,,,,,,,,,,,,,,,"MBAI, EIA, ERom, MBA, BA, Rom, Class, IA",AnatolianAtlas2024,,"MiddleBronzeAgeI,EarlyIronAge,EarlyRoman,MiddleBronzeAge,BronzeAge,Roman,Classical,IronAge",37.5196664522685,36.0903324434649
2991,Project Paphlagonia,PS97.069,,"40.9608077759, 32.8326891709999","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8326891701956,40.9608077798732
2992,Yukich 2013,al-Jabbul,,"36.0800011052999, 37.5159999143999","EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyRoman,LateAntiquity,EarlyIslamic,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Roman,Classical,Islamic,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI"",""2"":""EarlyRoman"",""3"":""LateAntiquity"",""4"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,1.12,,,,,,,,,,,JP 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,Minor,,,,,,,,,,Trace,Slight trace,,,,,,Y,,,,,,,,,,,"EBAIV, MBAI, ERom, LAntiq, EIslam, EBA, BA, MBA, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyRoman,LateAntiquity,EarlyIslamic,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Roman,Classical,Islamic,Medieval",37.515999914656,36.0800011051895
2993,Project Paphlagonia,PS97.070,,"4.10700607948, 32.8554554336","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8554554295626,4.10700607930663
2994,Yukich 2013,n/a,,"36.0814995193, 37.5059999809","EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,0,,,,,,,,,,,JP 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, EIslam, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval",37.5059999812026,36.0814995192151
2995,Project Paphlagonia,PS97.071,,"40.9001958723999, 32.836419161","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8364191603082,40.9001958702166
2996,Yukich 2013,n/a,,"36.0899998422, 37.5023337796","EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI"",""2"":""MiddleBronzeAgeII""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,JP 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trace,,,,Significant,,,,,,,,,,Trace,Minor,Slight trace,,,,,,,,,,,,,,,,"EBAIV, MBAI, MBAII, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",37.50233378,36.0899998419388
2997,Project Paphlagonia,PS97.072,,"40.8318936666, 32.8725556062999","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8725556101907,40.8318936699359
2998,Yukich 2013,Shaykh Ah?mad I (West),,"36.1506673572, 37.5246666458999","LateChalcolithic,EarlyBronzeAge,EarlyRoman,LateAntiquity,BronzeAge,Chalcolithic,Roman,Classical,Medieval","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""EarlyRoman"",""3"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,?,,,,,,,,,0.45,,,,,,,,,,,JP 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slight trace,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LChalc, EBA, ERom, LAntiq, BA, Chalc, Rom, Class, Med",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,EarlyRoman,LateAntiquity,BronzeAge,Chalcolithic,Roman,Classical,Medieval",37.5246666458198,36.1506673572658
2999,Project Paphlagonia,PS97.073,,"40.7756470291, 32.9023928181999",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,tumulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.9023928199761,40.7756470302524
3000,Yukich 2013,Shaykh Ah?mad II (East),,"36.1508362193999, 37.5266664876999","LateChalcolithic,LateAntiquity,EarlyIslamic,Chalcolithic,Islamic,Medieval","{""0"":""LateChalcolithic"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,Y,,,,,,,0.28,,,,,,,,,,,JP 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LChalc, LAntiq, EIslam, Chalc, Islam, Med",AnatolianAtlas2024,,"LateChalcolithic,LateAntiquity,EarlyIslamic,Chalcolithic,Islamic,Medieval",37.5266664878817,36.15083622
3001,Project Paphlagonia,PS97.074,,"40.7827922442999, 32.9090916063","EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fortified hilltop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.9090916100504,40.7827922399259
3002,Yukich 2013,Kwayris al-Sharqiyya,,"36.1696677760999, 37.5376667367999","LateChalcolithic,EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,LateBronzeAge,EarlyRoman,LateAntiquity,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Chalcolithic,Roman,Classical,Medieval","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAgeI"",""2"":""EarlyBronzeAgeII"",""3"":""EarlyBronzeAgeIII"",""4"":""EarlyBronzeAgeIV"",""5"":""MiddleBronzeAgeI"",""6"":""LateBronzeAge"",""7"":""EarlyRoman"",""8"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,1.39,,,,,,,,,,,JP 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,Significant,Minor,,,,,,Slight trace,Slight trace,Slight trace,Significant,Significant,,,,,,?,,,,,,,,,,,"LChalc, EBAI, EBAII, EBAIII, EBAIV, MBAI, LBA, ERom, LAntiq, EBA, BA, MBA, Chalc, Rom, Class, Med",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,LateBronzeAge,EarlyRoman,LateAntiquity,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Chalcolithic,Roman,Classical,Medieval",37.5376667367265,36.1696677764434
3003,Project Paphlagonia,PS97.075,,"40.7833111102, 32.9211676397","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.9211676399569,40.783311110144
3004,Yukich 2013,?Arbid al-Jadida,,"36.1861723414999, 37.547167082","MiddleBronzeAgeI,MiddleBronzeAge,BronzeAge",{""0"":""MiddleBronzeAgeI""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,JP 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,Trace,,,,,,,,,,,,,,,,,"MBAI, MBA, BA",AnatolianAtlas2024,,"MiddleBronzeAgeI,MiddleBronzeAge,BronzeAge",37.5471670820161,36.1861723417908
3005,Project Paphlagonia,PS97.076,,"40.7341906849, 32.7911610359999",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,tumulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.7911610400626,40.7341906798498
3006,Yukich 2013,?Arbid Kabir,,"36.1928389455, 37.5550001905999","EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI"",""2"":""MiddleBronzeAgeII""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,JP 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,Significant,,,,,,,,,,Significant,Significant,Minor,,,,,,,,,,,,,,,,"EBAIV, MBAI, MBAII, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",37.5550001909694,36.1928389456524
3007,Project Paphlagonia,PS97.077,,"40.7627982353999, 32.8199126208999","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8199126196575,40.7627982397851
