OBJECTID,Survey,Name,Alternate,Coordinate,FilterAttestations,attestations,Paleolithi,Neolithic,Early-Mid ,Late Chalc,Early Bron,Middle Bro,Late Bronz,Iron 1,Iron 2,Iron 3,Achaemenid,Hellenisti,Roman 1,Roman 2,Roman 3,Byzantine,Abbasid,Middle Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second Mil,First Mill,Islamic,Neo,EB_I,EB_II,EB_III,2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron,Middle_Bro,Late_Bronz,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_1,IRON_2,IRON_3,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle IA,Late Antique/Antik,Late R,NE,Late IA,2nd MIll,Early IA,Filter,Data,New,News,x,y
3008,Yukich 2013,Tall ?irba / ?irba,,"36.2240061569999, 37.5635001368999","Neolithic,LateChalcolithic,EarlyRoman,EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,LateBronzeAge,IronAge,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Chalcolithic,Roman,Classical","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAgeI"",""3"":""EarlyBronzeAgeII"",""4"":""EarlyBronzeAgeIII"",""5"":""EarlyBronzeAgeIV"",""6"":""MiddleBronzeAgeI"",""7"":""MiddleBronzeAgeII"",""8"":""LateBronzeAge"",""9"":""IronAge"",""10"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,Y,,,,,,,,,5.18,,,,,,,,,,,JP 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,Significant,Significant,,,,,,Slight trace,Slight trace,Slight trace,Slight trace,Significant,Significant,,,,,,,,,,,,,,,,"Neo, LChalc, ERom, EBAI, EBAII, EBAIII, EBAIV, MBAI, MBAII, LBA, IA, EBA, BA, MBA, Chalc, Rom, Class",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,EarlyRoman,EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,LateBronzeAge,IronAge,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Chalcolithic,Roman,Classical",37.5635001373243,36.224006157294
3009,Project Paphlagonia,PS97.078,,"40.7357997367999, 32.8407694603999","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8407694595824,40.735799739949
3010,Yukich 2013,al-Rasm,,"36.2186694027, 37.565000607",Neolithic,{""0"":""Neolithic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,JP 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neo,AnatolianAtlas2024,,Neolithic,37.5650006068181,36.218669402995
3011,Project Paphlagonia,PS97.079,,"40.7432643778, 32.8371722023999","EarlyRoman,Roman,Classical",{""0"":""EarlyRoman""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock-cut ?well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical",32.8371722000446,40.7432643801599
3012,Yukich 2013,n/a,,"36.2250017102999, 37.5781671594999","EarlyBronzeAgeIV,EarlyIslamic,EarlyBronzeAge,BronzeAge,Islamic,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0.24,,,,Y,,,,,,,JP 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slight trace,,,,,,,,,,,,,,Slight trace,,,,,,,,,,,,,,,,,,"EBAIV, EIslam, EBA, BA, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,EarlyIslamic,EarlyBronzeAge,BronzeAge,Islamic,Medieval",37.5781671591402,36.2250017102528
3013,Project Paphlagonia,PS97.079a,,"40.7439547927, 32.8373973428","EarlyRoman,Roman,Classical",{""0"":""EarlyRoman""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical",32.8373973403127,40.7439547899371
3014,Yukich 2013,Ayn al-Jamajima,,"36.1846658332, 37.5271673282","MiddleBronzeAgeI,MiddleBronzeAgeII,MiddleBronzeAge,BronzeAge","{""0"":""MiddleBronzeAgeI"",""1"":""MiddleBronzeAgeII""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,JP 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,Significant,Trace,,,,,,,,,,,,,,,,"MBAI, MBAII, MBA, BA",AnatolianAtlas2024,,"MiddleBronzeAgeI,MiddleBronzeAgeII,MiddleBronzeAge,BronzeAge",37.5271673282971,36.184665833119
3015,Project Paphlagonia,PS97.080,,"40.7725668377999, 32.8807862063","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8807862101824,40.772566840026
3016,Yukich 2013,n/a,,"36.183337751, 37.5181671667","EarlyIslamic,Islamic,Medieval",{""0"":""EarlyIslamic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0.2,,,,,,,,,,,JP 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EIslam, Islam, Med",AnatolianAtlas2024,,"EarlyIslamic,Islamic,Medieval",37.5181671667543,36.1833377508315
3017,Project Paphlagonia,PS97.081,,"40.7353266746999, 32.8702702802","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.8702702799383,40.7353266701179
3018,Yukich 2013,n/a,,"36.2208317756999, 37.5551662932999","EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,Y,,,,,,,0.68,,,,,,,,,,,JP 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, EIslam, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval",37.5551662930587,36.2208317758756
3019,Project Paphlagonia,PS97.082,,"40.7277021179, 32.8950888205",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock-cut habitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.8950888196236,40.7277021198788
3020,Yukich 2013,Massah?in (?),,"36.2599985417, 37.5386670643","EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,?,,,,,,,0.55,,,,,,,,,,,JP 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,"ERom, LAntiq, EIslam, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval",37.5386670646943,36.2599985417469
3021,Project Paphlagonia,PS97.083,,"40.7893479362, 32.9884695428999",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock-cut tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.9884695396208,40.7893479398514
3022,Yukich 2013,al-Birij,,"36.2763388676999, 37.5428336315","EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,JP 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,Trace,,,,,,,,,,Trace,Slight trace,,,,,,,,,,,,,,,,,"EBAIV, MBAI, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",37.5428336315434,36.2763388678025
3023,Project Paphlagonia,PS97.084,,"40.7959896623999, 32.9928020501999",,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,32.9928020495574,40.7959896596907
3024,Yukich 2013,Tall Taban,,"36.2781702057, 37.5451665757","LateChalcolithic,LateAntiquity,EarlyIslamic,Chalcolithic,Islamic,Medieval","{""0"":""LateChalcolithic"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,?,,,,,,,0.33,,,,,,,,,,,JP 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LChalc, LAntiq, EIslam, Chalc, Islam, Med",AnatolianAtlas2024,,"LateChalcolithic,LateAntiquity,EarlyIslamic,Chalcolithic,Islamic,Medieval",37.5451665760992,36.2781702057486
3025,Project Paphlagonia,PS97.085,,"40.7458524591, 33.0517002729","LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""LateRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fortified hilltop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",33.0517002699254,40.7458524599036
3026,Yukich 2013,n/a,,"36.2838392856, 37.5443331582999","EarlyRoman,LateAntiquity,Roman,Classical,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,0,,,,,,,,,,,JP 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, Rom, Class, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval",37.5443331587045,36.2838392856221
3027,Project Paphlagonia,PS97.086,,"40.8375119704, 32.6151786042999","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.6151786001467,40.8375119697269
3028,Yukich 2013,Birat al-Bab,,"36.3153390649, 37.5261661337999","EarlyBronzeAgeIV,EarlyRoman,LateAntiquity,EarlyIslamic,EarlyBronzeAge,BronzeAge,Roman,Classical,Islamic,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""EarlyRoman"",""2"":""LateAntiquity"",""3"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,0,,,,,,,,,,,JP 86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,Trace,,,,,,,?,,,,,,,,,,,"EBAIV, ERom, LAntiq, EIslam, EBA, BA, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,EarlyRoman,LateAntiquity,EarlyIslamic,EarlyBronzeAge,BronzeAge,Roman,Classical,Islamic,Medieval",37.526166133455,36.3153390649667
3029,Project Paphlagonia,PS97.087,,"40.8436411395, 32.644448548","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.6444485498813,40.8436411400208
3030,Yukich 2013,n/a,,"36.3171667678999, 37.5223333065999","EarlyRoman,LateAntiquity,Roman,Classical,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,0,,,,,,,,,,,JP 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, Rom, Class, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,Roman,Classical,Medieval",37.5223333069036,36.3171667681873
3031,Project Paphlagonia,PS97.088,,"40.798544671, 33.0236808519999","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",33.0236808496265,40.7985446702356
3032,Yukich 2013,Tall But?nan,,"36.3959992692999, 37.5384997916","EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,EarlyRoman,EarlyIslamic,BronzeAge,Roman,Classical,Islamic,Medieval","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""IronAge"",""4"":""EarlyRoman"",""5"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,4.88,,,,,,,,,,,JP 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, LBA, IA, ERom, EIslam, BA, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,EarlyRoman,EarlyIslamic,BronzeAge,Roman,Classical,Islamic,Medieval",37.5384997912019,36.3959992689863
3033,Project Paphlagonia,PS97.089,,"40.9390935898999, 33.6332357496999","EarlyRoman,MiddleByzantine,Turkic,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine"",""2"":""Turkic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Turk, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Turkic,Roman,Classical,Byzantine,Medieval",33.6332357498192,40.9390935900488
3034,Yukich 2013,n/a,,"36.327497317, 37.5281663668","LateAntiquity,EarlyIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0,,,,,,,,,,,JP 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LAntiq, EIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,EarlyIslamic,Islamic,Medieval",37.5281663671824,36.3274973168605
3035,Project Paphlagonia,PS97.089a,,"40.9390502245, 33.6335980929","EarlyRoman,MiddleByzantine,Turkic,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine"",""2"":""Turkic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Turk, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Turkic,Roman,Classical,Byzantine,Medieval",33.6335980897806,40.9390502197825
3036,Yukich 2013,Mazra?at al-Lala,,"36.1411650794999, 37.7713335182","EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,JP 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,Trace,,,,,,,?,,,,,,,,,,,"EBAIV, LAntiq, EBA, BA, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval",37.7713335179401,36.1411650792933
3037,Project Paphlagonia,PS97.090,,"40.9509102123, 32.5136852616999","Turkic,Medieval",{""0"":""Turkic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",32.5136852603956,40.9509102099682
3038,Yukich 2013,Rasm Malih?,,"36.1568324881, 37.7969998121999","EarlyBronzeAgeIV,EarlyBronzeAge,BronzeAge",{""0"":""EarlyBronzeAgeIV""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,,,,,,JP 91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,,,,,"EBAIV, EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,EarlyBronzeAge,BronzeAge",37.7969998121321,36.1568324881666
3039,Project Paphlagonia,PS97.091,,"40.9597772973, 32.5129318864999","Turkic,Medieval",{""0"":""Turkic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",32.5129318900792,40.9597772997946
3040,Yukich 2013,Tall Jubb al-Abyad?,,"36.171504677, 37.8109998035999","EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,,,JP 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trace,,,,Trace,,,,,,,,,,Trace,Slight trace,,,,,,,,,,,,,,,,,"EBAIV, MBAI, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",37.8109998034085,36.1715046767514
3041,Project Paphlagonia,PS97.092,,"40.8806320192, 32.6526993057999","Turkic,Medieval",{""0"":""Turkic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamams and old bridge,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",32.6526993098646,40.8806320200769
3042,Yukich 2013,n/a,,"36.1850037278, 37.8398330416","EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,?,,,,,,,0.67,,,,,,,,,,,JP 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, EIslam, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval",37.8398330416593,36.1850037281013
3043,Project Paphlagonia,PS97.092a,,"40.8806335144999, 32.6531962755","EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",32.6531962803376,40.8806335102274
3044,Yukich 2013,n/a,,"36.2084980811999, 37.8436667371","LateAntiquity,EarlyIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0,,,,,,,,,,,JP 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LAntiq, EIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,EarlyIslamic,Islamic,Medieval",37.8436667368816,36.2084980809717
3045,Project Paphlagonia,PS97.093,,"40.9665106201, 32.5430220817999","Turkic,Medieval",{""0"":""Turkic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",32.5430220798216,40.966510620295
3046,Yukich 2013,n/a,,"36.1700021225, 37.7719997841999","EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval","{""0"":""EarlyBronzeAgeI"",""1"":""EarlyBronzeAgeII"",""2"":""EarlyBronzeAgeIII"",""3"":""EarlyBronzeAgeIV"",""4"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,,,,,,JP 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,Minor,Minor,Minor,Slight trace,,,,,,,Y,,,,,,,,,,,"EBAI, EBAII, EBAIII, EBAIV, LAntiq, EBA, BA, Med",AnatolianAtlas2024,,"EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval",37.7719997840133,36.170002122529
3047,Project Paphlagonia,PS97.094,,"40.9664335168, 32.5463450554","Turkic,Medieval",{""0"":""Turkic""},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hamam,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turk, Med",AnatolianAtlas2024,,"Turkic,Medieval",32.546345060347,40.9664335199722
