OBJECTID,AA_ID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News
1705,AA1696,Land of Carchemish,,,37.95902018000004,36.63717700000007,37.95902018 36.6371770000001,Hellenistic,"{""0"":""Hellenistic""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic
1706,AA1697,Land of Carchemish,,,37.94707260000007,36.63481800000005,37.9470726000001 36.6348180000001,"Hellenistic,EarlyRoman,LateRoman,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyIslamic""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, EIslam, Class, Rom, Islam, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,EarlyIslamic,Roman,Classical,Islamic,Medieval"
1707,AA1698,Land of Carchemish,Yousuf Bek,,37.92244856000008,36.73869700000006,37.9224485600001 36.7386970000001,"Neolithic,LateChalcolithic,EarlyBronzeAge,LateBronzeAge,IronAge,Hellenistic,EarlyRoman,LateRoman,EarlyIslamic,MiddleIslamic,BronzeAge,Chalcolithic,Roman,Classical,Islamic,Medieval","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""LateBronzeAge"",""4"":""IronAge"",""5"":""Hellenistic"",""6"":""EarlyRoman"",""7"":""LateRoman"",""8"":""EarlyIslamic"",""9"":""MiddleIslamic""}",,Y,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, EBA, LBA, IA, Hel, ERom, LRom, EIslam, MIslam, BA, Chalc, Class, Rom, Islam, Med",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,EarlyBronzeAge,LateBronzeAge,IronAge,Hellenistic,EarlyRoman,LateRoman,EarlyIslamic,MiddleIslamic,BronzeAge,Chalcolithic,Roman,Classical,Islamic,Medieval"
1708,AA1699,Land of Carchemish,Koundouriye,,37.89179566000007,36.74634800000007,37.8917956600001 36.7463480000001,"Neolithic,Halaf,Byzantine,EarlyIslamic,MiddleIslamic,Uruk,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,IronAge,Hellenistic,EarlyRoman,LateRoman,BronzeAge,EarlyChalcolithic,Chalcolithic,Roman,Classical,Medieval,Islamic","{""0"":""Neolithic"",""1"":""Halaf"",""2"":""Uruk"",""3"":""LateChalcolithic"",""4"":""EarlyBronzeAge"",""5"":""MiddleBronzeAge"",""6"":""IronAge"",""7"":""Hellenistic"",""8"":""EarlyRoman"",""9"":""LateRoman"",""10"":""Byzantine"",""11"":""EarlyIslamic"",""12"":""MiddleIslamic""}",,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, Halaf, Byz, EIslam, MIslam, Uruk, LChalc, EBA, MBA, IA, Hel, ERom, LRom, BA, EChalc, Chalc, Class, Rom, Med, Islam",AnatolianAtlas2024,,"Neolithic,Halaf,Byzantine,EarlyIslamic,MiddleIslamic,Uruk,LateChalcolithic,EarlyBronzeAge,MiddleBronzeAge,IronAge,Hellenistic,EarlyRoman,LateRoman,BronzeAge,EarlyChalcolithic,Chalcolithic,Roman,Classical,Medieval,Islamic"
1709,AA1700,Land of Carchemish,Ghasaniyah,,37.86205532000002,36.73427700000008,37.86205532 36.7342770000001,"EarlyBronzeAge,LateRoman,Byzantine,BronzeAge,Roman,Classical,Medieval","{""0"":""EarlyBronzeAge"",""1"":""LateRoman"",""2"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, LRom, Byz, BA, Rom, Class, Med",AnatolianAtlas2024,,"EarlyBronzeAge,LateRoman,Byzantine,BronzeAge,Roman,Classical,Medieval"
1710,AA1701,Land of Carchemish,,,37.90887025000006,36.73737400000005,37.9088702500001 36.7373740000001,"IronAge,LateRoman,Byzantine,Roman,Classical,Medieval","{""0"":""IronAge"",""1"":""LateRoman"",""2"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,?,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IA, LRom, Byz, Rom, Class, Med",AnatolianAtlas2024,,"IronAge,LateRoman,Byzantine,Roman,Classical,Medieval"
1711,AA1702,Land of Carchemish,Bel Virane,,37.84697027000004,36.73123800000008,37.84697027 36.7312380000001,"Byzantine,EarlyIslamic,MiddleIslamic,Ottoman,Medieval,Islamic","{""0"":""Byzantine"",""1"":""EarlyIslamic"",""2"":""MiddleIslamic"",""3"":""Ottoman""}",,,,,,,,,,,,,,,,Y,,,,,?,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, EIslam, MIslam, Ott, Med, Islam",AnatolianAtlas2024,,"Byzantine,EarlyIslamic,MiddleIslamic,Ottoman,Medieval,Islamic"
1712,AA1703,Land of Carchemish,,,37.84110225000006,36.73196500000006,37.8411022500001 36.7319650000001,"LateRoman,Byzantine,Roman,Classical,Medieval","{""0"":""LateRoman"",""1"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, Rom, Class, Med",AnatolianAtlas2024,,"LateRoman,Byzantine,Roman,Classical,Medieval"
1713,AA1704,Land of Carchemish,,,37.85666107000003,36.74232000000006,37.85666107 36.7423200000001,"Neolithic,Uruk,LateChalcolithic,EarlyBronzeAge,IronAge,Hellenistic,EarlyRoman,LateRoman,Byzantine,BronzeAge,Chalcolithic,Roman,Classical,Medieval","{""0"":""Neolithic"",""1"":""Uruk"",""2"":""LateChalcolithic"",""3"":""EarlyBronzeAge"",""4"":""IronAge"",""5"":""Hellenistic"",""6"":""EarlyRoman"",""7"":""LateRoman"",""8"":""Byzantine""}",,Y,,,,,,,,,,Y,,,,Y,,,,,,,,,,Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, Uruk, LChalc, EBA, IA, Hel, ERom, LRom, Byz, BA, Chalc, Class, Rom, Med",AnatolianAtlas2024,,"Neolithic,Uruk,LateChalcolithic,EarlyBronzeAge,IronAge,Hellenistic,EarlyRoman,LateRoman,Byzantine,BronzeAge,Chalcolithic,Roman,Classical,Medieval"
1714,AA1705,Land of Carchemish,Nahr Bash,,37.86865279000006,36.74031600000006,37.8686527900001 36.7403160000001,"MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge","{""0"":""MiddleBronzeAge"",""1"":""LateBronzeAge"",""2"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,Y,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MBA, LBA, IA, BA",AnatolianAtlas2024,,"MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge"
1715,AA1706,Land of Carchemish,Al-Hadira,,37.89969068000005,36.69938400000007,37.89969068 36.6993840000001,"LateRoman,Byzantine,EarlyIslamic,Roman,Classical,Medieval,Islamic","{""0"":""LateRoman"",""1"":""Byzantine"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, EIslam, Rom, Class, Med, Islam",AnatolianAtlas2024,,"LateRoman,Byzantine,EarlyIslamic,Roman,Classical,Medieval,Islamic"
1716,AA1707,Land of Carchemish,Arab Hassan,,37.85409119000008,36.65366600000004,37.8540911900001 36.653666,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,Hellenistic,EarlyRoman,Byzantine,BronzeAge,Roman,Classical,Medieval","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""IronAge"",""4"":""Hellenistic"",""5"":""EarlyRoman"",""6"":""Byzantine""}",,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, LBA, IA, Hel, ERom, Byz, BA, Class, Rom, Med",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,Hellenistic,EarlyRoman,Byzantine,BronzeAge,Roman,Classical,Medieval"
1717,AA1708,Land of Carchemish,Halwanji W,,37.89818941000004,36.64610400000004,37.89818941 36.646104,"EarlyBronzeAge,MiddleBronzeAge,IronAge,Hellenistic,EarlyRoman,Byzantine,BronzeAge,Roman,Classical,Medieval","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""IronAge"",""3"":""Hellenistic"",""4"":""EarlyRoman"",""5"":""Byzantine""}",,,,,,,,,,,,Y,,,,Y,,,,,,,,,,,,Y,Y,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, IA, Hel, ERom, Byz, BA, Class, Rom, Med",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,IronAge,Hellenistic,EarlyRoman,Byzantine,BronzeAge,Roman,Classical,Medieval"
1718,AA1709,Land of Carchemish,,,37.82645448000005,36.69290700000005,37.8264544800001 36.692907,"LateRoman,Byzantine,EarlyIslamic,Roman,Classical,Medieval,Islamic","{""0"":""LateRoman"",""1"":""Byzantine"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, EIslam, Rom, Class, Med, Islam",AnatolianAtlas2024,,"LateRoman,Byzantine,EarlyIslamic,Roman,Classical,Medieval,Islamic"
1719,AA1710,Land of Carchemish,Jube al-Aswad,,37.88384935000005,36.77449800000005,37.88384935 36.7744980000001,"EarlyBronzeAge,EarlyRoman,LateRoman,EarlyIslamic,MiddleIslamic,BronzeAge,Roman,Classical,Islamic,Medieval","{""0"":""EarlyBronzeAge"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""EarlyIslamic"",""4"":""MiddleIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, ERom, LRom, EIslam, MIslam, BA, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAge,EarlyRoman,LateRoman,EarlyIslamic,MiddleIslamic,BronzeAge,Roman,Classical,Islamic,Medieval"
1720,AA1711,Land of Carchemish,,,37.83559375000004,36.70813200000003,37.83559375 36.708132,"Byzantine,Medieval","{""0"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, Med",AnatolianAtlas2024,,"Byzantine,Medieval"
1721,AA1712,Land of Carchemish,Koundouriye N,,37.88829360000005,36.74995700000005,37.8882936 36.7499570000001,Hellenistic,"{""0"":""Hellenistic""}",,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, Class",AnatolianAtlas2024,,Hellenistic
1722,AA1713,Land of Carchemish,al-Haimar North,,37.93051508000008,36.77806300000003,37.9305150800001 36.778063,"LateRoman,Byzantine,Roman,Classical,Medieval","{""0"":""LateRoman"",""1"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, Rom, Class, Med",AnatolianAtlas2024,,"LateRoman,Byzantine,Roman,Classical,Medieval"
1723,AA1714,Land of Carchemish,Tell Sha'ir NW,,37.93557515000003,36.78652800000003,37.93557515 36.786528,"Byzantine,EarlyIslamic,Medieval,Islamic","{""0"":""Byzantine"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, EIslam, Med, Islam",AnatolianAtlas2024,,"Byzantine,EarlyIslamic,Medieval,Islamic"
1724,AA1715,Land of Carchemish,Koundouriye NE,,37.90290090000008,36.74758700000007,37.9029009000001 36.7475870000001,"MiddleIslamic,Islamic,Medieval","{""0"":""MiddleIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MIslam, Islam, Med",AnatolianAtlas2024,,"MiddleIslamic,Islamic,Medieval"
1725,AA1716,Land of Carchemish,Koundouriye E,,37.87988804000003,36.74099900000004,37.87988804 36.740999,"Byzantine,EarlyIslamic,Medieval,Islamic","{""0"":""Byzantine"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, EIslam, Med, Islam",AnatolianAtlas2024,,"Byzantine,EarlyIslamic,Medieval,Islamic"
1726,AA1717,Land of Carchemish,al-Haimar,,37.93089387000003,36.76531200000005,37.93089387 36.7653120000001,"Uruk,LateChalcolithic,EarlyBronzeAge,IronAge,Byzantine,BronzeAge,Chalcolithic,Medieval","{""0"":""Uruk"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAge"",""3"":""IronAge"",""4"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,Y,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Uruk, LChalc, EBA, IA, Byz, BA, Chalc, Med",AnatolianAtlas2024,,"Uruk,LateChalcolithic,EarlyBronzeAge,IronAge,Byzantine,BronzeAge,Chalcolithic,Medieval"
1727,AA1718,Land of Carchemish,Hadhirah South,,37.87422751000003,36.69679400000007,37.87422751 36.6967940000001,"LateRoman,Byzantine,EarlyIslamic,Roman,Classical,Medieval,Islamic","{""0"":""LateRoman"",""1"":""Byzantine"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, Byz, EIslam, Rom, Class, Med, Islam",AnatolianAtlas2024,,"LateRoman,Byzantine,EarlyIslamic,Roman,Classical,Medieval,Islamic"
1728,AA1719,Land of Carchemish,Khirbet Seraisat S,,38.04193252000005,36.70988100000005,38.0419325200001 36.7098810000001,"Byzantine,Medieval","{""0"":""Byzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Byz, Med",AnatolianAtlas2024,,"Byzantine,Medieval"
1729,AA1720,Land of Carchemish,al-Qana,,37.72281806000007,36.67918400000008,37.7228180600001 36.6791840000001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
1730,AA1721,French_Survey_1,Avdil Höyük,,32.74712,37.41532,32.74712 37.41532,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,5.51199696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1731,AA1722,French_Survey_1,Armasun,,32.69863938000003,37.26265670000004,32.69863938 37.2626567,Medieval,"{""0"":""Medieval""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Med,AnatolianAtlas2024,,Medieval
1732,AA1723,French_Survey_1,Gaferiyat,,32.95430947000006,37.22767935000007,32.9543094700001 37.2276793500001,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge","{""0"":""EarlyBronzeAge"",""1"":""MiddleBronzeAge"",""2"":""LateBronzeAge"",""3"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,Y,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, MBA, LBA, IA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,MiddleBronzeAge,LateBronzeAge,IronAge,BronzeAge"
1733,AA1724,French_Survey_1,Porsuk Höyük,,33.00270958000004,37.27265336000005,33.00270958 37.27265336,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
1734,AA1725,French_Survey_1,Mesudiye,,33.06685793000003,37.25570126000008,33.06685793 37.2557012600001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
1735,AA1726,French_Survey_1,Sigirci Höyük,,33.01530523000002,37.31459000000007,33.01530523 37.3145900000001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.38487303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
1736,AA1727,French_Survey_1,Mandasun,,33.05748793000004,37.33520458000004,33.05748793 37.33520458,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
1737,AA1728,French_Survey_1,Keyren Höyük,,33.02516159000004,37.34830210000007,33.02516159 37.3483021000001,"EarlyChalcolithic,Chalcolithic","{""0"":""EarlyChalcolithic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EChalc, Chalc",AnatolianAtlas2024,,"EarlyChalcolithic,Chalcolithic"
1738,AA1729,French_Survey_1,Fahrettinpasa Höyük,,33.18861161000007,37.39715526000003,33.1886116100001 37.39715526,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1739,AA1730,French_Survey_1,Islihisar,,33.01418245000008,37.36659043000003,33.0141824500001 37.36659043,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.13000862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,
1740,AA1731,French_Survey_1,Islik,,33.33337131000008,37.56826550000005,33.3333713100001 37.5682655000001,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1741,AA1732,French_Survey_1,Kameni,,33.29108268000005,37.49251997000005,33.2910826800001 37.4925199700001,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,1.743406913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1742,AA1733,French_Survey_1,Gököz Höyük,,33.59401800000006,37.54207576000005,33.5940180000001 37.5420757600001,IronAge,"{""0"":""IronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,13.1339505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA,AnatolianAtlas2024,,IronAge
1743,AA1734,French_Survey_1,Hüyük Kavaklar (?),,33.56120866000003,37.52053101000007,33.56120866 37.5205310100001,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
1744,AA1735,French_Survey_1,Akçasehir,,33.48660585000005,37.45948384000008,33.4866058500001 37.4594838400001,"LateChalcolithic,EarlyBronzeAge,BronzeAge,Chalcolithic","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,Y,,,,,,,,,,,,,0.660642827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LChalc, EBA, BA, Chalc",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,BronzeAge,Chalcolithic"
1745,AA1736,French_Survey_1,Gök Hüyük,,33.29774590000005,37.41892555000004,33.2977459000001 37.41892555,"EarlyBronzeAge,BronzeAge","{""0"":""EarlyBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,Unverified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EBA, BA",AnatolianAtlas2024,,"EarlyBronzeAge,BronzeAge"
