OBJECTID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,nodegoat_ID,Pleiades_Link,DAI_Gazetteer_Link,ToposText_Link,Original_Periods,Publications
2980,Project Paphlagonia,PS97.064,,32.84395065000007,40.84669659000008,32.8439506500001 40.8466965900001,"Hellenistic,EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,28.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, MByz, Class, Rom, Byz, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
2981,Yukich 2013,Tall Ah?mar,,37.57666610000007,36.12900300400003,37.5766661000001 36.129003004,"EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,,,,,,,,JP 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slight trace,,,,,,,,,,,,,,Slight trace,,,,,,,Y,,,,,,,,,,,"EBAIV, LAntiq, EBA, BA, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,LateAntiquity,EarlyBronzeAge,BronzeAge,Medieval",,,,,,,,,,,,,,
2982,Project Paphlagonia,PS97.065,,32.85053110000007,40.84936920000007,32.8505311000001 40.8493692000001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
2983,Yukich 2013,,,,, ,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,JP 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
2984,Project Paphlagonia,PS97.066,,32.85650915000008,40.84355016000006,32.8565091500001 40.8435501600001,"Hellenistic,EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""Hellenistic"",""1"":""EarlyRoman"",""2"":""LateRoman"",""3"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cemetery?,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hel, ERom, LRom, MByz, Class, Rom, Byz, Med",AnatolianAtlas2024,,"Hellenistic,EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
2985,Yukich 2013,al-Qut?biyya,,37.54433301800003,36.10416603600004,37.544333018 36.104166036,"LateAntiquity,EarlyIslamic,Islamic,Medieval","{""0"":""LateAntiquity"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0.79,,,,Y,,,,,,,JP 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,"LAntiq, EIslam, Islam, Med",AnatolianAtlas2024,,"LateAntiquity,EarlyIslamic,Islamic,Medieval",,,,,,,,,,,,,,
2986,Project Paphlagonia,PS97.067,,32.85120375000002,40.84341346000008,32.85120375 40.8434134600001,"LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""LateRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stone in field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LRom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
2987,Yukich 2013,Judayda,,,, ,"Neolithic,LateChalcolithic,IronAge,EarlyIslamic,Chalcolithic,Islamic,Medieval","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""IronAge"",""3"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,,,4.16,,,,Y,,,,,,,JP 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Neo, LChalc, IA, EIslam, Chalc, Islam, Med",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,IronAge,EarlyIslamic,Chalcolithic,Islamic,Medieval",,,,,,,,,,,,,,
2988,Project Paphlagonia,PS97.068,,32.84107147000003,40.92033038000005,32.84107147 40.9203303800001,"EarlyRoman,Roman,Classical",{"0":"EarlyRoman"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical",,,,,,,,,,,,,,
2989,Yukich 2013,Tall Maysan,,37.51966645200002,36.09033244300008,37.519666452 36.0903324430001,"MiddleBronzeAgeI,EarlyIronAge,EarlyRoman,MiddleBronzeAge,BronzeAge,Roman,Classical,IronAge","{""0"":""MiddleBronzeAgeI"",""1"":""EarlyIronAge"",""2"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,3.31,,,,,,,,,,,JP 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,Trace,,Slight trace,,,,,,,,,,,,,,,"MBAI, EIA, ERom, MBA, BA, Rom, Class, IA",AnatolianAtlas2024,,"MiddleBronzeAgeI,EarlyIronAge,EarlyRoman,MiddleBronzeAge,BronzeAge,Roman,Classical,IronAge",,,,,,,,,,,,,,
2990,Project Paphlagonia,PS97.069,,32.83268917000004,40.96080778000004,32.83268917 40.96080778,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
2991,Yukich 2013,al-Jabbul,,37.51599991500007,36.08000110500006,37.5159999150001 36.0800011050001,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyRoman,LateAntiquity,EarlyIslamic,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Roman,Classical,Islamic,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI"",""2"":""EarlyRoman"",""3"":""LateAntiquity"",""4"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,1.12,,,,,,,,,,,JP 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,Minor,,,,,,,,,,Trace,Slight trace,,,,,,Y,,,,,,,,,,,"EBAIV, MBAI, ERom, LAntiq, EIslam, EBA, BA, MBA, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,EarlyRoman,LateAntiquity,EarlyIslamic,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Roman,Classical,Islamic,Medieval",,,,,,,,,,,,,,
2992,Project Paphlagonia,PS97.070,,32.85545543000006,4.107006079,32.8554554300001 4.10700607900003,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
2993,Yukich 2013,,,37.50599998100006,36.08149951900003,37.5059999810001 36.081499519,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval","{""0"":""EarlyRoman"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,Y,,,,,,,0,,,,,,,,,,,JP 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"ERom, LAntiq, EIslam, Rom, Class, Islam, Med",AnatolianAtlas2024,,"EarlyRoman,LateAntiquity,EarlyIslamic,Roman,Classical,Islamic,Medieval",,,,,,,,,,,,,,
2994,Project Paphlagonia,PS97.071,,32.83641916000005,40.90019587000006,32.83641916 40.9001958700001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
2995,Yukich 2013,,,37.50233378000007,36.08999984200005,37.5023337800001 36.089999842,"EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI"",""2"":""MiddleBronzeAgeII""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,,,,,,,,,,JP 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trace,,,,Significant,,,,,,,,,,Trace,Minor,Slight trace,,,,,,,,,,,,,,,,"EBAIV, MBAI, MBAII, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",,,,,,,,,,,,,,
2996,Project Paphlagonia,PS97.072,,32.87255561000006,40.83189367000006,32.8725556100001 40.8318936700001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
2997,Yukich 2013,Shaykh Ah?mad I (West),,37.52466664600007,36.15066735700003,37.5246666460001 36.150667357,"LateChalcolithic,EarlyBronzeAge,EarlyRoman,LateAntiquity,BronzeAge,Chalcolithic,Roman,Classical,Medieval","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAge"",""2"":""EarlyRoman"",""3"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,?,,,,,,,,,0.45,,,,,,,,,,,JP 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slight trace,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LChalc, EBA, ERom, LAntiq, BA, Chalc, Rom, Class, Med",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAge,EarlyRoman,LateAntiquity,BronzeAge,Chalcolithic,Roman,Classical,Medieval",,,,,,,,,,,,,,
2998,Project Paphlagonia,PS97.073,,32.90239282000005,40.77564703000007,32.9023928200001 40.7756470300001,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,tumulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
2999,Yukich 2013,Shaykh Ah?mad II (East),,37.52666648800005,36.15083622000003,37.5266664880001 36.15083622,"LateChalcolithic,LateAntiquity,EarlyIslamic,Chalcolithic,Islamic,Medieval","{""0"":""LateChalcolithic"",""1"":""LateAntiquity"",""2"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,Y,,,,,,,0.28,,,,,,,,,,,JP 72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,,,"LChalc, LAntiq, EIslam, Chalc, Islam, Med",AnatolianAtlas2024,,"LateChalcolithic,LateAntiquity,EarlyIslamic,Chalcolithic,Islamic,Medieval",,,,,,,,,,,,,,
3000,Project Paphlagonia,PS97.074,,32.90909161000008,40.78279224000005,32.9090916100001 40.78279224,"EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""LateRoman"",""2"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,Y,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fortified hilltop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, LRom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,LateRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3001,Yukich 2013,Kwayris al-Sharqiyya,,37.53766673700005,36.16966777600004,37.5376667370001 36.169667776,"LateChalcolithic,EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,LateBronzeAge,EarlyRoman,LateAntiquity,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Chalcolithic,Roman,Classical,Medieval","{""0"":""LateChalcolithic"",""1"":""EarlyBronzeAgeI"",""2"":""EarlyBronzeAgeII"",""3"":""EarlyBronzeAgeIII"",""4"":""EarlyBronzeAgeIV"",""5"":""MiddleBronzeAgeI"",""6"":""LateBronzeAge"",""7"":""EarlyRoman"",""8"":""LateAntiquity""}",,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,Y,,,,,,,,,1.39,,,,,,,,,,,JP 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,Significant,Minor,,,,,,Slight trace,Slight trace,Slight trace,Significant,Significant,,,,,,?,,,,,,,,,,,"LChalc, EBAI, EBAII, EBAIII, EBAIV, MBAI, LBA, ERom, LAntiq, EBA, BA, MBA, Chalc, Rom, Class, Med",AnatolianAtlas2024,,"LateChalcolithic,EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,LateBronzeAge,EarlyRoman,LateAntiquity,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Chalcolithic,Roman,Classical,Medieval",,,,,,,,,,,,,,
3002,Project Paphlagonia,PS97.075,,32.92116764000008,40.78331111000006,32.9211676400001 40.7833111100001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3003,Yukich 2013,?Arbid al-Jadida,,37.54716708200004,36.18617234200008,37.547167082 36.1861723420001,"MiddleBronzeAgeI,MiddleBronzeAge,BronzeAge",{"0":"MiddleBronzeAgeI"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,JP 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,Trace,,,,,,,,,,,,,,,,,"MBAI, MBA, BA",AnatolianAtlas2024,,"MiddleBronzeAgeI,MiddleBronzeAge,BronzeAge",,,,,,,,,,,,,,
3004,Project Paphlagonia,PS97.076,,32.79116104000008,40.73419068000004,32.7911610400001 40.73419068,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,tumulus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AnatolianAtlas2024,,,,,,,,,,,,,,,,
3005,Yukich 2013,?Arbid Kabir,,37.55500019100003,36.19283894600005,37.555000191 36.1928389460001,"EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge","{""0"":""EarlyBronzeAgeIV"",""1"":""MiddleBronzeAgeI"",""2"":""MiddleBronzeAgeII""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,,,,,,,,,,JP 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,Significant,,,,,,,,,,Significant,Significant,Minor,,,,,,,,,,,,,,,,"EBAIV, MBAI, MBAII, EBA, BA, MBA",AnatolianAtlas2024,,"EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,EarlyBronzeAge,BronzeAge,MiddleBronzeAge",,,,,,,,,,,,,,
3006,Project Paphlagonia,PS97.077,,32.81991262000003,40.76279824000005,32.81991262 40.7627982400001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3007,Yukich 2013,Tall Širba / Širba,,37.56350013700006,36.22400615700008,37.5635001370001 36.2240061570001,"Neolithic,LateChalcolithic,EarlyRoman,EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,LateBronzeAge,IronAge,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Chalcolithic,Roman,Classical","{""0"":""Neolithic"",""1"":""LateChalcolithic"",""2"":""EarlyBronzeAgeI"",""3"":""EarlyBronzeAgeII"",""4"":""EarlyBronzeAgeIII"",""5"":""EarlyBronzeAgeIV"",""6"":""MiddleBronzeAgeI"",""7"":""MiddleBronzeAgeII"",""8"":""LateBronzeAge"",""9"":""IronAge"",""10"":""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,Y,,,,,,,,,5.18,,,,,,,,,,,JP 76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor,,,,Significant,Significant,,,,,,Slight trace,Slight trace,Slight trace,Slight trace,Significant,Significant,,,,,,,,,,,,,,,,"Neo, LChalc, ERom, EBAI, EBAII, EBAIII, EBAIV, MBAI, MBAII, LBA, IA, EBA, BA, MBA, Chalc, Rom, Class",AnatolianAtlas2024,,"Neolithic,LateChalcolithic,EarlyRoman,EarlyBronzeAgeI,EarlyBronzeAgeII,EarlyBronzeAgeIII,EarlyBronzeAgeIV,MiddleBronzeAgeI,MiddleBronzeAgeII,LateBronzeAge,IronAge,EarlyBronzeAge,BronzeAge,MiddleBronzeAge,Chalcolithic,Roman,Classical",,,,,,,,,,,,,,
3008,Project Paphlagonia,PS97.078,,32.84076946000005,40.73579974000006,32.84076946 40.7357997400001,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
3009,Yukich 2013,al-Rasm,,37.56500060700006,36.21866940300004,37.5650006070001 36.218669403,Neolithic,{"0":"Neolithic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,,,,,,,,,,,JP 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neo,AnatolianAtlas2024,,Neolithic,,,,,,,,,,,,,,
3010,Project Paphlagonia,PS97.079,,32.83717220000005,40.74326438000003,32.8371722 40.74326438,"EarlyRoman,Roman,Classical",{"0":"EarlyRoman"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock-cut ?well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical",,,,,,,,,,,,,,
3011,Yukich 2013,,,37.57816715900003,36.22500171000007,37.578167159 36.2250017100001,"EarlyBronzeAgeIV,EarlyIslamic,EarlyBronzeAge,BronzeAge,Islamic,Medieval","{""0"":""EarlyBronzeAgeIV"",""1"":""EarlyIslamic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,0.24,,,,Y,,,,,,,JP 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Slight trace,,,,,,,,,,,,,,Slight trace,,,,,,,,,,,,,,,,,,"EBAIV, EIslam, EBA, BA, Islam, Med",AnatolianAtlas2024,,"EarlyBronzeAgeIV,EarlyIslamic,EarlyBronzeAge,BronzeAge,Islamic,Medieval",,,,,,,,,,,,,,
3012,Project Paphlagonia,PS97.079a,,32.83739734000005,40.74395479000003,32.8373973400001 40.74395479,"EarlyRoman,Roman,Classical",{"0":"EarlyRoman"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y?,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,settlement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, Rom, Class",AnatolianAtlas2024,,"EarlyRoman,Roman,Classical",,,,,,,,,,,,,,
3013,Yukich 2013,Ayn al-Jamajima,,37.52716732800008,36.18466583300005,37.5271673280001 36.184665833,"MiddleBronzeAgeI,MiddleBronzeAgeII,MiddleBronzeAge,BronzeAge","{""0"":""MiddleBronzeAgeI"",""1"":""MiddleBronzeAgeII""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,JP 79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,Significant,Trace,,,,,,,,,,,,,,,,"MBAI, MBAII, MBA, BA",AnatolianAtlas2024,,"MiddleBronzeAgeI,MiddleBronzeAgeII,MiddleBronzeAge,BronzeAge",,,,,,,,,,,,,,
3014,Project Paphlagonia,PS97.080,,32.88078621000005,40.77256684000002,32.8807862100001 40.77256684,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval","{""0"":""EarlyRoman"",""1"":""MiddleByzantine""}",,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"stones, not in situ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ERom, MByz, Rom, Class, Byz, Med",AnatolianAtlas2024,,"EarlyRoman,MiddleByzantine,Roman,Classical,Byzantine,Medieval",,,,,,,,,,,,,,
