OBJECTID,Survey,Name,Alternate,X,Y,Coordinate,attestations4Filter,attestations,Paleolithi,Neolithic,Early_Mid,Late_Chalc,Early_Bron,Middle_Bro,Late_Bronz,Iron_1,Iron_2,Iron_3,Achaemenid,Hellenisti,Roman_1,Roman_2,Roman_3,Byzantine,Abbasid,Middle_Byz,Armenian,Mamluk,Ottoman,Modern,Coordinate_1,Coordinate_2,Halaf,Uruk,Late_Chalc_1,EBA,MBA,LBA,Iron_Age,Roman,Late_Roman,Early_Isla,Middle_Isl,Early_Chal,Mid_Chalco,MBA_LBA,F1stMil_BCA,Medieval,Site_Area_Ha,Chalcolith,Second_Mil,First_Mill,Islamic,Neo,EB_I,EB_II,EB_III,F2ndMillenn,Iron,Site_No,Description,F1stHalfIA,F2ndIA,Other,Calcolithi,Early_Bron_1,Middle_Bro_1,Late_Bronz_1,First_Half,Second_Hal,PPN,LateUruk,IronAge,Archaic,Classical,Bibliography,Website,Site_Type,Paleo,Chalco,OldHittite,EarlyEmpir,LateEmpire,EarlyIron,MidIron,LateIron,Hellenisit,Early_Byz,Turkic,Lower_Pale,Mid_Paleo,PPNA,PPNB,EB,EBI,EBII,EBIII,MB,LB,IA,Early_Hell,Late_Hell,Early_Roma,Chalcoliti,EB_1,EB_2,EB3,EB_4,MB_1,MB_2,IRON_12,IRON_23,IRON_34,Helenisitc,Late_Antiq,Chalcolithic,Hellenistic,Hittite,Middle_IA,Late_Antique_Antik,Late_R,NE,Late_IA,F2nd_MIll,Early_IA,Filter,Data,New,News,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,nodegoat_ID,Pleiades_Link,DAI_Gazetteer_Link,ToposText_Link,Original_Periods,Publications
3727,MIGMAG 2025,Pesrefli,,27.85361747901171,38.10163500306565,"38.10163500306565, 27.85361747901171","Classical,Hellenistic",{"0": "Hellenistic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meriç (2009) Das Hinterland von Ephesos: archäologisch-topographische Forschungen im Kaystros-Tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An15 Hellenistic (323-50 BCE),Meriç (2009) Das Hinterland von Ephesos: archäologisch-topographische Forschungen im Kaystros-Tal
3728,MIGMAG 2025,Akçapinar,,27.85401940128113,38.49164890643577,"38.49164890643577, 27.85401940128113","Archaic,BronzeAge,IronAge,LateBronzeAge","{""0"": ""LateBronzeAge"", ""1"": ""Archaic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An04a LBA (1680-1050 BCE), An13 Archaic (690-490 BCE)",
3729,MIGMAG 2025,Kennez I,,27.85446571330266,38.84910274607054,"38.84910274607054, 27.85446571330266",Classical,{"0": "Classical"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An14 Classical (490-323 BCE),
3730,MIGMAG 2025,Gökçen,,27.85527609190812,38.10492658,"38.10492658, 27.85527609190812","Archaic,Classical,Hellenistic,IronAge","{""0"": ""Archaic"", ""1"": ""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An15 Hellenistic (323-50 BCE)",
3731,MIGMAG 2025,Büyükbelen Tumulus Group,,27.85646550063144,38.61600993993457,"38.61600993993457, 27.85646550063144","Archaic,Classical,IronAge","{""0"": ""Archaic"", ""1"": ""Classical""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE)",
3732,MIGMAG 2025,Akhisar Karahöyük,,27.86682129,38.88996392916758,"38.88996392916758, 27.86682129","Archaic,BronzeAge,Classical,EarlyIronAge,Hellenistic,IronAge,LateBronzeAge,MiddleBronzeAge","{""0"": ""MiddleBronzeAge"", ""1"": ""LateBronzeAge"", ""2"": ""EarlyIronAge"", ""3"": ""Archaic"", ""4"": ""Classical"", ""5"": ""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An03 MBA (2000-1680 BCE), An04a LBA (1680-1050 BCE), An07a EIA (1050-900 BCE), An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE), An15 Hellenistic (323-50 BCE)",
3733,MIGMAG 2025,Kanbogaz,,27.87140939916517,38.63173600977664,"38.63173600977664, 27.87140939916517","Archaic,IronAge",{"0": "Archaic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An13 Archaic (690-490 BCE),
3734,MIGMAG 2025,Çullugörece,,27.87274677254813,38.64692667342181,"38.64692667342181, 27.87274677254813","Archaic,IronAge",{"0": "Archaic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An13 Archaic (690-490 BCE),
3735,MIGMAG 2025,Kennez I Tumulus Group,,27.87728901,38.83367146731828,"38.83367146731828, 27.87728901","Archaic,Classical,IronAge","{""0"": ""Archaic"", ""1"": ""Classical""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE)",
3736,MIGMAG 2025,Kapikaya,,27.87796529123337,38.48828736301388,"38.48828736301388, 27.87796529123337","Classical,Hellenistic",{"0": "Hellenistic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An15 Hellenistic (323-50 BCE),
3737,MIGMAG 2025,Akselendi,,27.88013409487706,38.77839454586089,"38.77839454586089, 27.88013409487706",Classical,{"0": "Classical"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An14 Classical (490-323 BCE),
3738,MIGMAG 2025,Akselendi Tumulus Group,,27.88288766543727,38.79503299054001,"38.79503299054001, 27.88288766543727","Archaic,Classical,IronAge","{""0"": ""Archaic"", ""1"": ""Classical""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE)",
3739,MIGMAG 2025,Manda Tepe,,27.88862866,38.10281402,"38.10281402, 27.88862866","Archaic,Classical,EarlyRoman,Hellenistic,IronAge,Roman","{""0"": ""Archaic"", ""1"": ""Hellenistic"", ""2"": ""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An15 Hellenistic (323-50 BCE), An16 Early Roman (50 BCE - 300 CE)",
3740,MIGMAG 2025,Karasonya Höyük,,27.88927169134028,38.96271233831021,"38.96271233831021, 27.88927169134028","Archaic,BronzeAge,EarlyBronzeAge,IronAge","{""0"": ""EarlyBronzeAge"", ""1"": ""Archaic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An02 EBA (3100-2000 BCE), An13 Archaic (690-490 BCE)",
3741,MIGMAG 2025,Ikiz Tepe,,27.88960933685303,38.58608209401679,"38.58608209401679, 27.88960933685303","BronzeAge,LateBronzeAge",{"0": "LateBronzeAge"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An04a LBA (1680-1050 BCE),
3742,MIGMAG 2025,Gölmarmara Tumulus Group,,27.88971290552941,38.71279045304885,"38.71279045304885, 27.88971290552941","Archaic,Classical,IronAge","{""0"": ""Archaic"", ""1"": ""Classical""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE)",
3743,MIGMAG 2025,Attaleia,,27.891043,39.0714023,"39.0714023, 27.891043","Archaic,Classical,EarlyIronAge,EarlyRoman,Hellenistic,IronAge,LateRoman,Roman","{""0"": ""Archaic"", ""1"": ""Hellenistic"", ""2"": ""EarlyIronAge"", ""3"": ""EarlyRoman"", ""4"": ""LateRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ngFM4F58rHMX0GcJpF63qucYgGz,https://pleiades.stoa.org/places/550472,,,"An13 Archaic (690-490 BCE), An15 Hellenistic (323-50 BCE), Ge10 Hellenistic (323-31 BCE), Ge11 Roman Imperial (30 BCE - 410 CE), Ge12 Late Roman (c.410-749 CE), Ge13 Medieval (750-1500 CE)",
3744,MIGMAG 2025,Razoglu Höyük,,27.90196895599365,38.59570907106483,"38.59570907106483, 27.90196895599365","BronzeAge,LateBronzeAge",{"0": "LateBronzeAge"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An04a LBA (1680-1050 BCE),
3745,MIGMAG 2025,Kel Dag,,27.90618579300814,38.41627247560803,"38.41627247560803, 27.90618579300814","Archaic,Classical,IronAge","{""0"": ""Archaic"", ""1"": ""Classical""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE)",
3746,MIGMAG 2025,Sekköy,,27.91816428788853,37.12323205603775,"37.12323205603775, 27.91816428788853","Archaic,Classical,Hellenistic,IronAge","{""0"": ""Archaic"", ""1"": ""Classical"", ""2"": ""Hellenistic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE), An15 Hellenistic (323-50 BCE)",
3747,MIGMAG 2025,Gölmarmara,,27.92087619255694,38.71002665023382,"38.71002665023382, 27.92087619255694","Archaic,IronAge",{"0": "Archaic"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An13 Archaic (690-490 BCE),
3748,MIGMAG 2025,Beytiköy,,27.92407976682053,38.21162960159771,"38.21162960159771, 27.92407976682053","BronzeAge,EarlyBronzeAge,LateBronzeAge,MiddleBronzeAge","{""0"": ""EarlyBronzeAge"", ""1"": ""MiddleBronzeAge"", ""2"": ""LateBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meriç (2009) Das Hinterland von Ephesos: archäologisch-topographische Forschungen im Kaystros-Tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An02 EBA (3100-2000 BCE), An03 MBA (2000-1680 BCE), An04a LBA (1680-1050 BCE)",Meriç (2009) Das Hinterland von Ephesos: archäologisch-topographische Forschungen im Kaystros-Tal
3749,MIGMAG 2025,Yandimoglu Çesmesi,,27.92437943217453,38.69913702937015,"38.69913702937015, 27.92437943217453","Archaic,EarlyIronAge,IronAge","{""0"": ""EarlyIronAge"", ""1"": ""Archaic""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An07a EIA (1050-900 BCE), An10a G (900-680 BCE), An13 Archaic (690-490 BCE)",
3750,MIGMAG 2025,Belenovasi Tumulus Group,,27.92442598671182,38.59166491347896,"38.59166491347896, 27.92442598671182","Archaic,Classical,IronAge","{""0"": ""Archaic"", ""1"": ""Classical""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE)",
3751,MIGMAG 2025,Sinuri Sanctuary,,27.924663,37.266085,"37.266085, 27.924663","Archaic,Classical,EarlyRoman,Hellenistic,IronAge,Roman","{""0"": ""Archaic"", ""1"": ""Classical"", ""2"": ""Hellenistic"", ""3"": ""EarlyRoman""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ngSZ5E88eSZK1TpGcTr6chpHtUG,https://pleiades.stoa.org/places/599936,,https://topostext.org/place/372279SSin,"An13 Archaic (690-490 BCE), An14 Classical (490-323 BCE), An15 Hellenistic (323-50 BCE), An16 Early Roman (50 BCE - 300 CE)",
3752,MIGMAG 2025,Kaymakçi,,27.92552947998047,38.62625862331117,"38.62625862331117, 27.92552947998047","BronzeAge,LateBronzeAge",{"0": "LateBronzeAge"},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An04 LBA 1 (1680-1400 BCE), An05 LBA 2 (1400-1200 BCE)",
3753,MIGMAG 2025,Gavurtepe,,27.92676526386306,38.19866113861217,"38.19866113861217, 27.92676526386306","BronzeAge,LateBronzeAge,MiddleBronzeAge","{""0"": ""MiddleBronzeAge"", ""1"": ""LateBronzeAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meriç (2009) Das Hinterland von Ephesos: archäologisch-topographische Forschungen im Kaystros-Tal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An03 MBA (2000-1680 BCE), An04a LBA (1680-1050 BCE)",Meriç (2009) Das Hinterland von Ephesos: archäologisch-topographische Forschungen im Kaystros-Tal
3754,MIGMAG 2025,Hüsamlar,,27.93063853057478,37.07119714200572,"37.07119714200572, 27.93063853057478","BronzeAge,EarlyIronAge,IronAge,LateBronzeAge","{""0"": ""LateBronzeAge"", ""1"": ""EarlyIronAge""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An06 LBA 3 (1200-1050 BCE), An07 EPG (1050-1000 BCE)",
